class_pharmaceutical,class_therapeutic,atc,original_name,route,count,is_ab_med,is_sdd,target_atc,target_name,target_group,check,comment,is_antibiotic,is_medication,conversion_rate,concentration,dose_per_unit
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,AZTREONAM INFUUS,intraveneus,11,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,AZTREONAM POEJ 1G,intraveneus,14,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,B-D MICROFINE + PENNAALD 5MM THINWALL,niet van toepassing,67,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,B-D MICROFINE + PENNAALD 5MM THINWALL,subcutaan,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,B-D MICROFINE + PENNAALD 5MM THINWALL,,15,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BABYHALER,inhalatie,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BABYHALER,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BAKJE VOOR VOEDING,oraal,34,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BAKJE VOOR VOEDING,per jejunum sonde,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BALNEUM EXTRA VETTEND BADOLIE,cutaan,27,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BALNEUM EXTRA VETTEND BADOLIE,,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BARRIERE CREME,cutaan,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BARRIERE CREME,,19,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BASILIXIMAB 0,4 MG/ML INFUUS (20 MG FLACON)",,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BASILIXIMAB INFUUS IN NACL 0,9% (20MG FLACON)",intraveneus,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BASILIXIMAB INFUUS IN NACL 0,9% (20MG FLACON)",,293,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BELATACEPT INFUUS IN GLUCOSE 5% <1000MG,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BELATACEPT INFUUS IN NACL 0,9% <1000MG",intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BELATACEPT INFUUS IN NACL 0,9% <1000MG",,16,0,,,,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE CAPSULE 300MG,oraal,3530,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE CAPSULE 300MG,per duodenum sonde,19,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE CAPSULE 300MG,per jejunum sonde,114,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE CAPSULE 300MG,per maag sonde,5,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE CAPSULE 300MG,,365,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE INFVLST 12MG/ML ZAK 50ML,intraveneus,22,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE INFVLST 12MG/ML ZAK 50ML,,16,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE INJVLST 150MG/ML AMP 4ML,intraveneus,3336,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE INJVLST 150MG/ML AMP 4ML,oraal,93,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE INJVLST 150MG/ML AMP 4ML,parenteraal,9,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE INJVLST 150MG/ML AMP 4ML,,1,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,,CLINDAMYCINE KORTLOPEND INFUUS IN GLUCOSE <=600 MG,intraveneus,8,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,,CLINDAMYCINE KORTLOPEND INFUUS IN GLUCOSE <=600 MG,,13,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,,CLINDAMYCINE KORTLOPEND INFUUS IN NACL <=600 MG,intraveneus,143,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,,CLINDAMYCINE KORTLOPEND INFUUS IN NACL <=600 MG,,495,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEPANTHEN ECZEEM CREME,,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDING VTGM OP NAAM LOCATIE KLEIN STERIEL,intraveneus,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA AMINOMIX VOLWASSENEN CENTRAAL,intraveneus,1033,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA GANCICLOVIR INFUUS,intraveneus,1742,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA NUTRIFLEX LIPID PLUS 1890 ML,intraveneus,9,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA NUTRIFLEX OMEGA SPECIAL 1375ML,intraveneus,302,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA NUTRIFLEX OMEGA SPECIAL 2000ML,intraveneus,488,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA NUTRIFLEX PLUS 48/150 2015 ML ZONDER VET,intraveneus,254,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA NUTRIFLEX SPECIAL 70/240 1625ML ZONDER VET,intraveneus,450,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA NUTRIFLEX SPECIAL 70/240 1875ML MET VET,intraveneus,263,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA OLIMEL N4E VOLWASSENEN PERIFEER 2020ML,intraveneus,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BEREIDINGSKOSTEN DBA OLIMEL N7E 2012,5 ML",intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA OLIMEL N7E VOLWASSENEN CENTRAAL 1520ML,intraveneus,142,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA OLIMEL N7E VOLWASSENEN CENTRAAL 2020ML,intraveneus,254,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA OLIMEL N9E 2015 ML,intraveneus,1811,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA SMOFKABIVEN EXTRA AMINO INCL. VITAMINES EN SPORENELEMENTEN,intraveneus,1054,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA SMOFKABIVEN VIT + SPOORELEMENTEN 1990 ML,intraveneus,905,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BEREIDINGSKOSTEN DBA TPV MAATWERK,intraveneus,289,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BETADINE DESINFECTIEZALFGAAS 10X10CM,cutaan,486,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BETADINE DESINFECTIEZALFGAAS 10X10CM,,139,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BEXEDYL FYSIOLOGISCHE ZOUTOPL 0,9% FLACON 5ML",nasaal,104,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BEXEDYL FYSIOLOGISCHE ZOUTOPL 0,9% FLACON 5ML",,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOACTIVE MAGNESIUM TABLET,oraal,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOACTIVE MAGNESIUM TABLET,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOACTIVE RODE GIST RIJST TABLET,oraal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOACTIVE RODE GIST RIJST TABLET,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIONAL GLUCOSAMINE TABLET,,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIONAL VISOLIE CAPSULE,oraal,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIONAL VISOLIE CAPSULE,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOTENE MONDSPRAY,oraal,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOTENE MONDSPRAY,,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOTENE ORALBALANCE,oraal,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOTENE ORALBALANCE,oromucosaal,651,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIOTENE ORALBALANCE,,164,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIVALIRUDINE SPUITENPOMP,intraveneus,39,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BIVALIRUDINE SPUITENPOMP,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BLEPHASOL REINIGINGSLOTION OOGLEDEN,Beide ogen,31,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BLEPHASOL REINIGINGSLOTION OOGLEDEN,,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BLOED CARDIOPLEGIE,intracoronair,214,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BRINTA,oraal,19,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BSS PLUS ALCON OOGSPOELING FL 500ML (480+20),Beide ogen,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BSS PLUS ALCON OOGSPOELING FL 500ML (480+20),intra-oculair,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUMETANIDE 0,5 MG/ML SPUITENPOMP",intraveneus,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BUMETANIDE KORTLOPEND INFUUS,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BUMETANIDE KORTLOPEND INFUUS,,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% CLONIDINE 1 MCG/ML SPUITENPOMP",epiduraal,8,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% CLONIDINE 1 MCG/ML SPUITENPOMP PCEA",epiduraal,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 0,5 MCG/ML CLONIDINE 1 MCG/ML SPUITENPOMP",epiduraal,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 0,5 MCG/ML SPUITENPOMP",epiduraal,354,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 0,5 MCG/ML SPUITENPOMP",,23,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 0,5 MCG/ML SPUITENPOMP (AMC)",epiduraal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 0,5 MCG/ML SPUITENPOMP PCEA",epiduraal,288,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 0,5 MCG/ML SPUITENPOMP PCEA",,19,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 1 MCG/ML CLONIDINE 1 MCG/ML SPUITENPOMP (AMC)",,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 1 MCG/ML SPUITENPOMP (AMC)",epiduraal,34,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 1 MCG/ML SPUITENPOMP (AMC)",,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 1 MCG/ML SPUITENPOMP PCEA (AMC)",epiduraal,16,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,125% SUFENTANIL 1 MCG/ML SPUITENPOMP PCEA (AMC)",,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 0,5 MCG/ML SPUITENPOMP",epiduraal,52,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 0,5 MCG/ML SPUITENPOMP",perineuraal,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 0,5 MCG/ML SPUITENPOMP",,8,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 0,5 MCG/ML SPUITENPOMP PCEA",epiduraal,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 0,5 MCG/ML SPUITENPOMP PCEA",,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 1 MCG/ML SPUITENPOMP",epiduraal,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 1 MCG/ML SPUITENPOMP",,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 1 MCG/ML SPUITENPOMP PCEA",epiduraal,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"BUPIVACAINE 0,25% SUFENTANIL 1 MCG/ML SPUITENPOMP PCEA",,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BUPRENORFINE LANGLOPEND INFUUS,intraveneus,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BUPRENORFINE LANGLOPEND INFUUS,,7,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BUPRENORFINE SPUITENPOMP PCA,intraveneus,46,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,BUPRENORFINE SPUITENPOMP PCA,,195,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CADD CASETTE (SHELL),,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCITONINE INFUUS,intraveneus,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCIUM + VITAMINE D3 LIVSANE TABLET,,18,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCIUMCHLORIDE INFUUS,,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCIUMGLUCONAAT 100 MG/ML SPUITENPOMP,intraveneus,7520,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCIUMGLUCONAAT 100 MG/ML SPUITENPOMP,,48,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCIUMGLUCONAAT 100 MG/ML SPUITENPOMP ICV,intraveneus,11197,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALCIUMGLUCONAAT 100 MG/ML SPUITENPOMP ICV,,40,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALENDULAN EERSTE HULP ZALF,cutaan,27,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALENDULAN EERSTE HULP ZALF,,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALOGEN NEUTRAAL (BASIS),oraal,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CALOGEN NEUTRAAL (BASIS),per maag sonde,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CANGRELOR 200 UG/ML INJECTIE,intraveneus,67,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CANGRELOR 200 UG/ML INJECTIE,,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CANGRELOR INFUUS,intraveneus,29,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CANGRELOR INFUUS,,16,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CARBOHYDRATE FREE MIXTURE (TOEV),per maag sonde,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CARDIOPLEGIE DEELOPL,intracoronair,6131,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CARDOX 5 TABLET,oraal,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CARDOX 5 TABLET,per maag sonde,21,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CARDOX 5 TABLET,,16,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CARFILZOMIB INFUUS,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CASIRIVIMAB / IMDEVIMAB KORTLOPEND INFUUS,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CASIRIVIMAB / IMDEVIMAB KORTLOPEND INFUUS,,9,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CASIRIVIMAB 1200MG IMDEVIMAB 1200MG OPLOSSING VOOR INFUUS,intraveneus,24,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CASPOFUNGINE INFUUS >45 MG,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CAVILON DUURZAME BARRIERECREME,cutaan,13,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,CAVILON DUURZAME BARRIERECREME,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"CEFALOTINE IN NACL 0,9% INFUUS <1000 MG",intraperitoneaal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"CEFALOTINE IN NACL 0,9% INFUUS >=1000 MG",,2,0,,,,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,,CLINDAMYCINE KORTLOPEND INFUUS IN NACL >600MG EN <=1200 MG,intraveneus,2,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,,CLINDAMYCINE KORTLOPEND INFUUS IN NACL >600MG EN <=1200 MG,,11,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE SUSP ORAAL 15MG/ML,oraal,199,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE SUSP ORAAL 15MG/ML,per jejunum sonde,67,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01FF01,CLINDAMYCINE SUSP ORAAL 15MG/ML,,11,1,0,J01FF01,CLINDAMYCIN,,,,,,,,
OVERIGE ANTIBACTERIELE MIDDELEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01XB01,COLISTINE (COLISTIN) PDR V VERNEVELVLST 1.000.000IE FL,inhalatie,836,0,0,,,,,,,,,,
OVERIGE ANTIBACTERIELE MIDDELEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01XB01,COLISTINE (COLISTIN) PDR V VERNEVELVLST 1.000.000IE FL,intraveneus,103,1,0,J01XB01,COLISTIN,,,,,,,,
OVERIGE ANTIBACTERIELE MIDDELEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01XB01,COLISTINE (COLISTIN) PDR V VERNEVELVLST 1.000.000IE FL,,61,0,0,,,,,,,,,,
OVERIGE ANTIBACTERIELE MIDDELEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01XB01,COLISTINE (TADIM) PDR V VERNEVELVLST 1.000.000IE FL,inhalatie,37,0,0,,,,,,,,,,
OVERIGE ANTIBACTERIELE MIDDELEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01XB01,COLISTINE (TADIM) PDR V VERNEVELVLST 1.000.000IE FL,,9,0,0,,,,,,,,,,
ANTIMICROBIELE DARMMIDDELEN,"ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN",A07AA10,COLISTINE CAPSULE 200MG,oraal,235,1,1,A07AA,SDD,,,,,,,,
